,Sludinājumi,Iela,Ist.,m2,Stāvs,Sērija,"Cena, m2",Cena,URL,Region
23,"Уютная однокомнатная квартира с большой лоджией, во дворе парков",Maskavas 315,1,32,3/12,Specpr.,934 €,"29,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ciejc.html,kengarags
24,"C видом на Даугаву и лебединое гнездо. С ремонтом. 
Квартира у ",Maskavas 266 k-7,3,59,2/5,LT proj.,"1,034 €","61,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/bihkd.html,kengarags
25,"2-комнатная квартира. 
2 комнаты изолированные (17m2+10m2). 
К",Maskavas 266/2,2,43,5/5,LT proj.,872 €,"37,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/cpcfd.html,kengarags
26,"Tiek pārdots gaišs, silts 1 istabas dzīvoklis Ķengaragā Lokomotī",Lokomotīves 80,1,31,2/5,LT proj.,"1,161 €","36,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/dnkjc.html,kengarags
27,Продаётся хорошая 2-х комнатная квартира в новом литовском проек,Maskavas 305,2,50,5/5,LT proj.,740 €,"37,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/dfflx.html,kengarags
28,"3х комнатная квартира на 5ом этаже, пять лет назад был сделан хо",Maskavas 279,3,55,5/5,LT proj.,869 €,"47,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/aixkb.html,kengarags
29,"Собственник продает отремонтированную, светлую, не угловую кварт",Lokomotīves 60,2,50,1/5,LT proj.,766 €,"38,300  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/dnekx.html,kengarags
0,"Tiek pārdots vienistabas dzīvoklis, ar iebūvētām mēbelēm un sadz",Ķengaraga 9,1,30,5/5,LT proj.,"1,067 €","32,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/gnioo.html,kengarags
1,Готова к проживанию - только что законченный капитальный ремонт ,Salaspils 2 K-1,3,56,4/5,Specpr.,"1,123 €","62,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/gjheb.html,kengarags
2,"Хозяин продаёт 2комнатную квартиру 48м без ремонта. Освобождена,",Krustpils 73,2,48,2/3,Hrušč.,583 €,"28,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ecdoi.html,kengarags
3,"Светлая, очень теплая, не угловая квартира. Все комнаты изолиров",Lokomotīves 16,3,60,3/5,Specpr.,975 €,"58,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ahldd.html,kengarags
4,Продаётся 2 х комнатная квартира. Комнаты изолированные. Несколь,Maltas 15,2,44,1/5,LT proj.,"1,023 €","45,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/bdmmi.html,kengarags
5,Centrale apkure pārdod mazu dzīvokli Ķengaragā vajadzīgs remonts,Krustpils 73,1,12,2/3,M. ģim.,942 €,"11,300  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/bbdbpk.html,kengarags
6,Tiek pārdots kvalitatīvs un gaišs divistabu dzīvokli Ķengaragā p,Maskavas 260,2,47,4/5,LT proj.,904 €,"42,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/agjgd.html,kengarags
7,"Хозяйка продает светлую, тёплую, просторную трёхкомнатную кварти",Maskavas 219A,3,61,5/9,467.,"1,066 €","65,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/befedg.html,kengarags
8,"Хозяйка продаёт квартиру в Кенгарагсе. Квартира не угловая, дом ",Lokomotīves 20,2,37,5/5,Specpr.,838 €,"31,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ephek.html,kengarags
9,"Īpašnieks pārdod saulainu 3 istabu dzīvokli Ķengaragā. 
Pēc rem",Maltas 29,3,59,5/5,LT proj.,814 €,"48,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/aohnb.html,kengarags
10,Pārdod 2 istabu dzīvokli ar individuālu siltuma skaitītāju jauna,Prūšu 4,2,41,3/5,Jaun.,"1,282 €","52,578  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/anggc.html,kengarags
11,Pārdod trīs istabu dzīvokli Ķengaragā. Dzīvoklis sastāv no divām,Maskavas 254,3,59,3/5,LT proj.,822 €,"48,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/clock.html,kengarags
12,"Ļoti silts un saulains dzīvoklis, kas atrodas klusā un apzaļumot",Maltas 29,3,59,1/5,LT proj.,771 €,"45,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/adbgi.html,kengarags
13,"Продается отремонтированная, светлая, чистая очень теплая и уютн",Maskavas 266/3,2,46,1/5,Hrušč.,891 €,"41,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ixgxo.html,kengarags
14,"Pārdod 4-istabu dzīvokli, Ķengaragā, Prūšu iela 3, k-3.
Ērts pl",Prūšu 3,4,59,1/5,LT proj.,725 €,"42,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/bexkop.html,kengarags
15,"Хозяин продает отличную квартиру с капитальным ремонтом, новые с",Maltas 21,2,39,1/5,LT proj.,"1,026 €","40,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/idedc.html,kengarags
16,Продаётся квартира в Кенгарагсе на первом этаже. Хорошая инфракс,Salaspils 6,3,59,1/5,LT proj.,932 €,"55,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/dhole.html,kengarags
17,"Piedāvājumā 2-istabu dzīvoklis ar ērtu plānojumu. 

Divas izol",Lokomotīves 46,2,48,5/5,LT proj.,792 €,"38,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ekxxc.html,kengarags
18,2-комнатная квартира с земельой в собственности. В квартире две ,Maskavas 377,2,43,1/5,LT proj.,744 €,"32,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/figio.html,kengarags
19,"Продаем квартиру в Кенгарагсе на улице Маскавас 411, на благоуст",Maskavas 411,2,47,2/5,LT proj.,947 €,"44,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/hgjgd.html,kengarags
20,Tiek pārdots mājīgs mēbelēts 2 -istabu dzīvoklis ar skaistu pano,Višķu 15,2,45,5/5,LT proj.,956 €,"43,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/eknjh.html,kengarags
21,"Продаем квартиру в Кенгарагсе на улице Икшкилес 18, на благоустр",Ikšķiles 18,3,59,5/5,LT proj.,"1,000 €","59,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/coiph.html,kengarags
22,"Tiek pārdots 2-istabu dzīvoklis Ķengaragā, Rasas ielā 4.
Dzīvokļ",Rasas 4,2,50,4/5,LT proj.,760 €,"38,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/dmfkn.html,kengarags
23,Dzīvo ērtāk. Jūsu uzmanībai tiek piedāvāts trīsistabu dzīvoklis ,Maskavas 254k-1,3,62,1/5,LT proj.,862 €,"53,450  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/bdmhph.html,kengarags
24,"Kurš meklē, tas arī atrod. 

+ Kārtīgi un atsaucīgi kaimiņi
+",Maskavas 256k6,2,47,2/5,Hrušč.,734 €,"34,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/hxkni.html,kengarags
25,"Отличное место - тихий зеленый двор, променад, большая парковка,",Maskavas 258,3,61,1/5,Hrušč.,877 €,"53,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/gdldx.html,kengarags
26,"Продаю квартиру в середине дома на 2 этаже, сторона солнечная. О",Aglonas 28,2,38,2/5,LT proj.,945 €,"35,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/afgpo.html,kengarags
27,"Продаем отличную квартиру в Кенгараксе. 
Рядом променад, магази",Maskavas 256/6,2,47,2/5,LT proj.,738 €,"34,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/cibkc.html,kengarags
28,"Продаётся квартира на 4 этаже, не угловая. Pvc окна, металлическ",Maskavas 425,1,34,4/9,467.,824 €,"28,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/afndh.html,kengarags
29,"Pārdodu dzīvokli, bez starpniekiem. Gaišs, mājīgs. Lielisks skat",Kaņiera 16,1,37,7/12,M. ģim.,992 €,"36,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/cjmdp.html,kengarags
0,Хозяйка Продает 2-комнатную квартиру. Земля в собственности. Не ,Lokomotīves 82,2,50,5/9,467.,854 €,"42,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/cxecl.html,kengarags
1,Продаётся отличная 2-х комнатная квартира в новом литовском прое,Maskavas 303,2,49,4/5,LT proj.,998 €,"48,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/aepcf.html,kengarags
2,"Земля и квартира в собственности. 
Встроенная кухня и техника. ",Dubnas 8,1,42,1/12,M. ģim.,714 €,"30,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/dxepe.html,kengarags
3,Продается уютная квартира с дизайнерским ремонтом. Удобное распо,Maskavas 256/7,2,47,4/5,LT proj.,"1,074 €","50,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ejnnk.html,kengarags
4,"Piedāvājam iegādāties plašu 2-istabu dzīvokli ar ērtu plānojumu,",Maltas 21,2,49,1/5,LT proj.,857 €,"42,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/gcbxx.html,kengarags
5,Plašs trīsistabu dzīvoklis ar labu plānojumu: visas trīs dzīvoja,Lokomotīves 32,3,67,1/2,Staļina,672 €,"45,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/hcbio.html,kengarags
6,Īpašnieks pārdod svaigi izremontētu saulainu divistabu dzīvokli ,Lubānas 35,2,43,1/3,Hrušč.,"1,044 €","44,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/fjbxg.html,kengarags
7,Уютная квартира с ремонтом. Земля в собственности. Низкие платеж,Lokomotīves 70A,2,36,1/5,LT proj.,903 €,"32,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/hfjxl.html,kengarags
8,Silts vienistabas dzīvoklis ķieģeļu mājā ar panorāmas skatu pa l,Aviācijas 23 k-1,1,38,9/12,Specpr.,908 €,"34,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/bdmfcb.html,kengarags
9,"Īpašnieks pārdod 1, 5 istabu dzīvokli Ķengaragā Plostu ielā 12.",Plostu 12,1,36,6/12,Čehu pr.,"1,056 €","38,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/behkk.html,kengarags
10,"Īpašnieks pārdod divu istabu dzīvokli. Atrodas ēkas vidū, silts,",Prūšu 17/3,2,46,2/4,Hrušč.,761 €,"35,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/afggc.html,kengarags
11,"Продаю квартиру со всей мебелью и техникой, которая видна на фот",Rasas 5а,2,52,2/5,Jaun.,"1,788 €","93,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ajxmg.html,kengarags
12,Silts dzīvoklis ar izdevīgo izvietojumu Ķengarāga aktīvajā daļā.,Prūšu 15,2,40,2/4,Hrušč.,975 €,"39,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kengarags/ibpid.html,kengarags
0,"Mājīgs 2istabu dzīvoklis ar kamīnu klusā, zaļā vietā Ķīpsalā:
-",Ģipša 6/2,2,46,1/2,Staļina,"1,737 €","79,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/ogbeb.html,kipsala
1,Attīstītājs pārdod dzīvokli jaunajā projektā Ģipša Fabrika. Ēku ,Balasta d. 72,3,131,1/1,Jaun.,"1,985 €","260,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/bpcdcp.html,kipsala
2,Īpašnieks. Ekskluzīvais mēbelēts 2-istabu dzīvoklis jaunā projek,Zvejnieku 24,2,72,1/3,Jaun.,"3,333 €","240,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/godej.html,kipsala
3,"Ar skatu uz Rīgu. 
 Ekskluzīvā projekta ""Ģipša Fabrika""otrā kār",Balasta d. 72,2,89,4/4,Jaun.,"2,837 €","252,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/iigob.html,kipsala
4,Dzīvoklis jaunajā projektā „Ģipša Fabrika”. Ēku komplekss atroda,Balasta d. 72,3,122,1/3,Jaun.,"2,148 €","262,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/bpcddb.html,kipsala
5,"Pārdod dzīvokli, var ar visām mēbelēm, aprīkojumu un sadzīves te",Ķīpsalas 4,3,76,1/4,Jaun.,"2,303 €","175,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/nppke.html,kipsala
6,Ogļu 32-4. Īpašnieks pārdod ekskluzīvo pilnīgi mebelētu 3-istabu,Ogļu 32,3,80,2/4,Renov.,"3,250 €","260,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/hlnpo.html,kipsala
7,"Pārdod telpas, kuras var piemērot dzīvokła izveidošanai. Trīs pl",Balasta d. 70,4,120,1/1,Specpr.,"2,917 €","350,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kipsala/bxednk.html,kipsala
0,Pārdodu gaišu un saulainu 2-istabu dzīvokli jaunajā projektā Rāt,Rātsupītes 3,2,68,5/6,Jaun.,"1,493 €","101,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kleisti/hxbli.html,kleisti
1,"Dzīve ar skatu uz priežu mežu un svaigs, veselīgs gaiss katru di",Rātsupītes 3,3,78,5/6,Jaun.,"1,327 €","103,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kleisti/mnlhj.html,kleisti
0,Klīversala – savu nosaukumu aizguvusi jau Zviedru Vidzemes laikā,St. Rusas 8,3,76,1/5,Jaun.,"1,961 €","149,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/afldn.html,kliversala
1,Klīversala – savu nosaukumu aizguvusi jau Zviedru Vidzemes laikā,St. Rusas 8,2,62,5/5,Jaun.,"2,081 €","129,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/ahdkj.html,kliversala
2,"Trīsistabu dzīvoklis labā tehniskā un vizuālā stāvoklī, ainavisk",St. Rusas 7,3,73,4/5,Specpr.,"1,300 €","94,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/afikn.html,kliversala
3,"Īpašnieks pārdod divistabu dzīvokli piecstāvu nama beletāžā, vie",Valguma 17,2,49,1/5,P. kara,"1,204 €","59,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/emidb.html,kliversala
4,Tiek pārdots rūpīgi iekārtots un gaišs dzīvoklis jaunajā projekt,St. Rusas 22a,3,97,5/6,Jaun.,"2,062 €","200,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/aexce.html,kliversala
5,"Tiek pārdots lielisks dzīvoklis izcilā vietā. 
2 izolētas istab",Valguma 21,2,46,1/5,Hrušč.,"1,170 €","53,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/ddgmb.html,kliversala
6,"Pārdod 3-istabu dzīvokli ar terase jaunajā projektā, Staraja Rus",St. Rusas 22A,3,97,5/6,Jaun.,"2,062 €","200,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/amlie.html,kliversala
7,Īpašnieks pārdod pilnībā aprīkotu divu istabu dzīvokli ar lielu ,St. Rusas 22a,2,60,2/5,Specpr.,"3,083 €","185,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/gkefj.html,kliversala
8,"Īpašnieks pārdod divistabu dzīvokli piecstāvu nama beletāžā, ist",Valguma 17,2,54,1/5,P. kara,"1,132 €","61,150  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/dpnfc.html,kliversala
9,"Īpašnieks pārdod vienistabas dzīvokli piecstāvu nama beletāžā, d",Valguma 17,1,28,1/5,P. kara,"1,070 €","29,950  €",https://www.ss.com/msg/lv/real-estate/flats/riga/kliversala/dillp.html,kliversala
